0.99992,0.99997,0.99999,1,1,1,1,0.99998,0.99996,0.99987,0.99948,0.9466,0.99828,0.99962,0.99977
0.9999,0.99994,0.99998,1,1,1,1,0.99999,0.99998,0.99994,0.99982,0.99922,0.85633,0.99818,0.99962
0.99987,0.99992,0.99996,0.99999,1,1,1,1,0.99999,0.99998,0.99993,0.99982,0.99901,0.45548,0.9985
0.99984,0.99989,0.99994,0.99998,0.99999,1,1,1,1,0.99999,0.99996,0.99992,0.99974,0.9984,0.96636
0.99981,0.99987,0.99992,0.99996,0.99999,1,1,1,1,0.99999,0.99998,0.99996,0.99985,0.99955,0.99676
0.99978,0.99984,0.99989,0.99994,0.99998,0.99999,1,1,1,1,0.99999,0.99997,0.99994,0.99982,0.99932
0.99973,0.99981,0.99987,0.99992,0.99996,0.99999,1,1,1,1,0.99999,0.99998,0.99996,0.99992,0.9997
0.99969,0.99977,0.99984,0.9999,0.99994,0.99997,0.99999,1,1,1,1,0.99999,0.99998,0.99994,0.99981
0.99964,0.99973,0.99981,0.99987,0.99992,0.99996,0.99999,1,1,1,1,0.99999,0.99999,0.99996,0.9999
0.99958,0.99969,0.99978,0.99985,0.9999,0.99994,0.99997,0.99999,1,1,1,1,0.99999,0.99998,0.99994
0.99951,0.99964,0.99974,0.99982,0.99988,0.99992,0.99996,0.99998,1,1,1,1,0.99999,0.99999,0.99997
0.99948,0.99958,0.9997,0.99979,0.99986,0.99991,0.99995,0.99997,0.99999,1,1,1,1,0.99999,0.99997
0.96711,0.99952,0.99965,0.99976,0.99983,0.99989,0.99993,0.99996,0.99998,1,1,1,1,0.99999,0.99998
NaN,0.99944,0.9996,0.99972,0.9998,0.99987,0.99991,0.99995,0.99997,0.99999,1,1,1,1,0.99999
NaN,0.99937,0.99954,0.99968,0.99977,0.99984,0.99989,0.99993,0.99996,0.99998,1,1,1,1,0.99999
